"county","party","candidate","votes","primary_education","secondary_education","higher_education"
Glades,Republican,Donald Trump,632,22.0,65.8,12.2
Marquette,Democrat,Bernie Sanders,5530,6.5,64.4,29.1
Jefferson,Democrat,Hillary Clinton,64090,11.900000000000006,57.699999999999996,30.4
Marion,Republican,Donald Trump,31370,15.0,67.6,17.4
Campbell,Democrat,Hillary Clinton,3169,11.5,60.0,28.5
Hickory,Republican,Donald Trump,297,17.599999999999994,72.0,10.4
Treasure,Republican,Donald Trump,143,13.599999999999994,65.10000000000001,21.3
Los Angeles,Democrat,Hillary Clinton,590502,23.400000000000006,46.89999999999999,29.7
Fremont,Republican,Ted Cruz,1434,12.099999999999994,68.2,19.7
Bernalillo,Democrat,Bernie Sanders,38247,12.599999999999994,55.300000000000004,32.1
Marshall,Republican,Ted Cruz,1095,9.200000000000003,73.8,17.0
Knott,Democrat,Bernie Sanders,1114,29.599999999999994,57.400000000000006,13.0
Arthur,Republican,Donald Trump,68,5.5,62.8,31.7
Granville,Democrat,Hillary Clinton,4693,18.900000000000006,64.69999999999999,16.4
Bamberg,Democrat,Hillary Clinton,1715,24.5,58.0,17.5
Charleston,Democrat,Hillary Clinton,26535,11.700000000000003,48.9,39.4
Estill,Democrat,Hillary Clinton,446,27.299999999999997,64.4,8.3
Clarke,Democrat,Hillary Clinton,232,12.700000000000003,73.0,14.3
Eagle,Democrat,Bernie Sanders,623,11.299999999999997,41.7,47.0
Gallatin,Democrat,Bernie Sanders,663,18.700000000000003,69.3,12.0
Dixon,Republican,Donald Trump,513,13.900000000000006,69.6,16.5
Carroll,Democrat,Hillary Clinton,504,8.700000000000003,72.5,18.8
Lincoln,Democrat,Bernie Sanders,3,7.0,72.0,21.0
Jerome,Republican,Ted Cruz,1164,29.799999999999997,56.800000000000004,13.4
Clark,Democrat,Hillary Clinton,1650,13.799999999999997,64.80000000000001,21.4
Madison,Democrat,Hillary Clinton,722,25.5,63.3,11.2
Cass,Republican,Donald Trump,2859,12.799999999999997,71.0,16.2
Harris,Democrat,Hillary Clinton,156729,21.299999999999997,50.300000000000004,28.4
Brantley,Republican,Donald Trump,1161,23.200000000000003,70.39999999999999,6.4
Adams,Democrat,Bernie Sanders,3279,18.599999999999994,60.50000000000001,20.9
Glascock,Republican,Donald Trump,405,21.700000000000003,68.7,9.6
Clinton,Democrat,Bernie Sanders,1234,10.0,72.3,17.7
McPherson,Republican,Donald Trump,114,5.599999999999994,68.10000000000001,26.3
Shelby,Republican,Donald Trump,579,10.5,76.8,12.7
Grand,Democrat,Bernie Sanders,187,5.599999999999994,61.60000000000001,32.8
Jackson,Republican,Donald Trump,5362,13.799999999999997,71.7,14.5
Cooper,Republican,Ted Cruz,1369,14.099999999999994,67.5,18.4
Carroll,Republican,Donald Trump,1133,21.799999999999997,65.9,12.3
Osceola,Democrat,Hillary Clinton,16512,16.200000000000003,66.19999999999999,17.6
Washington,Republican,Ted Cruz,542,10.5,68.7,20.8
Grant,Democrat,Bernie Sanders,715,17.599999999999994,71.5,10.9
Lucas,Republican,Ted Cruz,213,10.099999999999994,78.60000000000001,11.3
La Crosse,Democrat,Bernie Sanders,15139,6.200000000000003,63.9,29.9
Montgomery,Democrat,Bernie Sanders,5090,10.400000000000006,47.199999999999996,42.4
Haywood,Democrat,Bernie Sanders,3873,13.900000000000006,62.99999999999999,23.1
Oldham,Democrat,Hillary Clinton,2730,8.299999999999997,51.6,40.1
Ashley,Democrat,Hillary Clinton,1375,15.799999999999997,72.0,12.2
Arenac,Republican,Donald Trump,1141,15.700000000000003,72.89999999999999,11.4
Spalding,Republican,Donald Trump,4257,23.400000000000006,61.8,14.8
Ralls,Republican,Donald Trump,961,10.400000000000006,76.3,13.3
Campbell,Democrat,Bernie Sanders,12,8.5,72.7,18.8
Marshall,Democrat,Hillary Clinton,287,10.400000000000006,70.0,19.6
Berrien,Republican,Donald Trump,7817,12.599999999999994,63.2,24.2
Lafayette,Democrat,Hillary Clinton,443,22.5,66.8,10.7
Kosciusko,Republican,Donald Trump,8748,14.200000000000003,65.5,20.3
Lancaster,Republican,Donald Trump,13251,6.200000000000003,57.699999999999996,36.1
Mecosta,Republican,Donald Trump,2113,10.200000000000003,68.19999999999999,21.6
Chattooga,Republican,Donald Trump,1674,31.0,61.3,7.7
Dodge,Republican,Donald Trump,1360,19.799999999999997,65.0,15.2
Yavapai,Republican,Donald Trump,17005,9.799999999999997,66.0,24.2
Orange,Republican,Donald Trump,146888,16.200000000000003,47.0,36.8
Webster,Democrat,Bernie Sanders,837,29.400000000000006,61.99999999999999,8.6
Berrien,Republican,Donald Trump,1563,23.200000000000003,64.0,12.8
Rensselaer,Democrat,Bernie Sanders,6649,9.700000000000003,61.699999999999996,28.6
Cobb,Democrat,Hillary Clinton,39277,9.200000000000003,47.099999999999994,43.7
Clay,Republican,Donald Trump,19374,9.799999999999997,66.2,24.0
La Salle,Democrat,Hillary Clinton,557,47.1,47.8,5.1
Dent,Republican,Donald Trump,1688,23.200000000000003,65.39999999999999,11.4
Lafayette,Republican,Donald Trump,7171,14.5,57.2,28.3
Macomb,Republican,Donald Trump,60492,11.799999999999997,65.7,22.5
Holmes,Democrat,Hillary Clinton,3301,28.599999999999994,58.7,12.7
Adams,Democrat,Hillary Clinton,113,9.599999999999994,76.7,13.7
Glynn,Republican,Donald Trump,5516,13.400000000000006,60.49999999999999,26.1
Calloway,Democrat,Bernie Sanders,2239,13.900000000000006,58.39999999999999,27.7
Sullivan,Republican,Donald Trump,510,17.900000000000006,70.1,12.0
Santa Clara,Democrat,Hillary Clinton,109963,13.5,40.0,46.5
Scott,Republican,Donald Trump,510,10.200000000000003,76.1,13.7
Petroleum,Republican,Donald Trump,167,4.0,80.6,15.4
Lamar,Republican,Donald Trump,1398,18.099999999999994,67.7,14.2
St. John the Baptist,Democrat,Hillary Clinton,3818,19.599999999999994,65.9,14.5
Deuel,Republican,Donald Trump,274,7.400000000000006,70.8,21.8
Coffee,Republican,Donald Trump,2469,24.5,62.6,12.9
Drew,Democrat,Hillary Clinton,1250,18.700000000000003,62.199999999999996,19.1
Boyd,Republican,Donald Trump,327,8.400000000000006,75.5,16.1
Howard,Republican,Donald Trump,559,24.0,64.0,12.0
Clay,Democrat,Hillary Clinton,297,22.099999999999994,70.0,7.9
Washington,Republican,Donald Trump,1370,10.299999999999997,69.2,20.5
Franklin,Republican,Ted Cruz,1187,8.0,74.6,17.4
Crawford,Republican,Ted Cruz,3926,17.799999999999997,67.9,14.3
Bartholomew,Republican,Donald Trump,7918,10.900000000000006,62.599999999999994,26.5
Christian,Republican,Donald Trump,2392,11.799999999999997,74.7,13.5
Fulton,Democrat,Hillary Clinton,82576,9.599999999999994,42.2,48.2
Livingston,Republican,Donald Trump,15359,5.599999999999994,61.50000000000001,32.9
Calhoun,Democrat,Bernie Sanders,545,26.5,65.7,7.8
Richland,Republican,Donald Trump,1435,9.799999999999997,72.5,17.7
Sullivan,Republican,Donald Trump,2379,14.700000000000003,72.1,13.2
Bath,Democrat,Bernie Sanders,641,26.099999999999994,61.900000000000006,12.0
Pasco,Republican,Donald Trump,33536,12.799999999999997,66.80000000000001,20.4
Garfield,Democrat,Bernie Sanders,734,14.799999999999997,58.6,26.6
Anderson,Democrat,Bernie Sanders,1649,12.799999999999997,66.80000000000001,20.4
Burke,Democrat,Hillary Clinton,1659,23.099999999999994,67.0,9.9
Covington,Republican,Donald Trump,1724,23.5,62.3,14.2
Columbia,Democrat,Bernie Sanders,6455,8.400000000000006,70.3,21.3
Todd,Democrat,Bernie Sanders,507,23.900000000000006,66.69999999999999,9.4
Phillips,Republican,Donald Trump,1097,8.200000000000003,75.89999999999999,15.9
Wilkes,Republican,Donald Trump,734,23.799999999999997,61.7,14.5
Oceana,Republican,Ted Cruz,1698,15.900000000000006,69.1,15.0
Livingston,Republican,Ted Cruz,3235,13.900000000000006,71.6,14.5
Kiowa,Democrat,Bernie Sanders,514,14.0,68.8,17.2
Pike,Republican,Donald Trump,1603,13.900000000000006,72.6,13.5
Eau Claire,Democrat,Bernie Sanders,13058,6.799999999999997,62.2,31.0
Sumter,Democrat,Hillary Clinton,2987,24.5,60.6,14.9
Minnehaha,Democrat,Hillary Clinton,6018,9.299999999999997,61.5,29.2
Stark,Republican,Ted Cruz,448,12.099999999999994,71.2,16.7
Escambia,Republican,Donald Trump,2817,23.799999999999997,64.5,11.7
Adair,Democrat,Hillary Clinton,168,9.299999999999997,74.4,16.3
Boulder,Democrat,Bernie Sanders,11142,6.099999999999994,35.60000000000001,58.3
Hamilton,Democrat,Hillary Clinton,758,24.900000000000006,65.69999999999999,9.4
Ste. Genevieve,Republican,Donald Trump,1080,17.900000000000006,71.39999999999999,10.7
Clinton,Republican,Donald Trump,771,32.3,60.7,7.0
Marion,Democrat,Hillary Clinton,1162,18.200000000000003,69.3,12.5
Sangamon,Republican,Ted Cruz,12261,8.0,59.5,32.5
Murray,Republican,Donald Trump,3084,30.700000000000003,59.699999999999996,9.6
Cleburne,Republican,Donald Trump,2120,24.0,67.0,9.0
Clark,Democrat,Bernie Sanders,1888,17.5,63.1,19.4
Bell,Republican,Donald Trump,692,31.700000000000003,57.5,10.8
Nemaha,Republican,Donald Trump,472,7.799999999999997,67.30000000000001,24.9
Gosper,Republican,Donald Trump,259,5.700000000000003,76.3,18.0
Calhoun,Democrat,Bernie Sanders,5810,11.200000000000003,69.3,19.5
Contra Costa,Democrat,Hillary Clinton,69809,11.200000000000003,49.8,39.0
Fannin,Republican,Donald Trump,3001,21.0,64.6,14.4
Solano,Democrat,Hillary Clinton,31753,12.799999999999997,62.900000000000006,24.3
Pulaski,Republican,Donald Trump,673,22.5,67.9,9.6
Perry,Democrat,Hillary Clinton,648,15.400000000000006,72.69999999999999,11.9
Georgetown,Democrat,Hillary Clinton,4931,15.5,61.8,22.7
Lincoln,Republican,Donald Trump,3235,8.5,72.1,19.4
Prairie,Democrat,Hillary Clinton,558,21.400000000000006,69.3,9.3
Noble,Republican,Donald Trump,4422,16.700000000000003,70.1,13.2
Bullock,Democrat,Hillary Clinton,2451,32.2,55.3,12.5
Monroe,Democrat,Hillary Clinton,1191,13.599999999999994,76.0,10.4
Putnam,Republican,Donald Trump,5119,22.5,66.1,11.4
Adair,Republican,Donald Trump,1404,13.299999999999997,59.1,27.6
DeWitt,Republican,Donald Trump,1577,7.400000000000006,75.8,16.8
Concordia,Democrat,Hillary Clinton,1830,25.799999999999997,62.900000000000006,11.3
Webster,Republican,Donald Trump,191,22.5,66.3,11.2
Greene,Democrat,Hillary Clinton,2714,23.799999999999997,63.400000000000006,12.8
Montgomery,Democrat,Hillary Clinton,109304,8.799999999999997,34.1,57.1
Johnson,Republican,Donald Trump,326,12.099999999999994,75.10000000000001,12.8
Sweetwater,Democrat,Bernie Sanders,12,9.0,72.9,18.1
McCreary,Republican,Donald Trump,725,30.200000000000003,62.5,7.3
Sanders,Republican,Donald Trump,1992,12.799999999999997,70.5,16.7
Lake,Democrat,Hillary Clinton,49750,11.099999999999994,47.00000000000001,41.9
Mills,Republican,Donald Trump,300,7.900000000000006,68.1,24.0
Beadle,Democrat,Hillary Clinton,501,16.599999999999994,64.80000000000001,18.6
Shasta,Republican,Donald Trump,14822,11.599999999999994,69.60000000000001,18.8
Cumberland,Democrat,Hillary Clinton,6875,23.0,62.7,14.3
Allegany,Republican,Donald Trump,6272,12.700000000000003,70.5,16.8
Sussex,Democrat,Hillary Clinton,958,30.0,59.7,10.3
Boone,Democrat,Bernie Sanders,2410,24.5,67.0,8.5
Cedar,Republican,Ted Cruz,1404,15.900000000000006,69.5,14.6
Cuming,Republican,Donald Trump,783,11.299999999999997,71.2,17.5
Greene,Republican,Ted Cruz,26784,9.900000000000006,61.8,28.3
San Miguel,Democrat,Bernie Sanders,329,3.9000000000000057,42.599999999999994,53.5
Palm Beach,Democrat,Hillary Clinton,103369,12.5,55.1,32.4
Montgomery,Republican,Donald Trump,4412,12.200000000000003,70.0,17.8
Saginaw,Democrat,Hillary Clinton,12348,13.0,67.9,19.1
Deer Lodge,Democrat,Hillary Clinton,986,10.900000000000006,71.0,18.1
Grant,Republican,Donald Trump,722,21.200000000000003,68.6,10.2
Scott,Democrat,Hillary Clinton,2505,12.0,60.1,27.9
Camden,Republican,Donald Trump,5467,10.599999999999994,68.60000000000001,20.8
Henry,Democrat,Hillary Clinton,15639,10.5,63.4,26.1
Fayette,Democrat,Hillary Clinton,525,11.099999999999994,70.5,18.4
Stoddard,Republican,Donald Trump,3024,20.200000000000003,66.5,13.3
Muscogee,Democrat,Hillary Clinton,12801,14.599999999999994,62.800000000000004,22.6
Lafayette,Republican,Donald Trump,2521,13.700000000000003,49.099999999999994,37.2
Pike,Republican,Donald Trump,1241,21.099999999999994,68.60000000000001,10.3
Washington,Democrat,Bernie Sanders,41841,9.200000000000003,51.4,39.4
Stone,Republican,Donald Trump,3928,15.099999999999994,69.7,15.2
Lee,Republican,Donald Trump,51659,13.099999999999994,62.2,24.7
Tangipahoa,Democrat,Hillary Clinton,4267,19.900000000000006,60.699999999999996,19.4
Edgecombe,Democrat,Hillary Clinton,6411,20.5,69.0,10.5
Cameron,Republican,Donald Trump,216,16.0,68.6,15.4
Delaware,Democrat,Bernie Sanders,1773,15.299999999999997,68.6,16.1
Peoria,Democrat,Hillary Clinton,11341,10.099999999999994,61.00000000000001,28.9
Marengo,Democrat,Hillary Clinton,3590,16.299999999999997,66.30000000000001,17.4
Sierra,Republican,Donald Trump,497,10.599999999999994,70.9,18.5
Douglas,Democrat,Bernie Sanders,4510,7.299999999999997,71.0,21.7
Greenlee,Democrat,Hillary Clinton,497,15.700000000000003,73.2,11.1
Chickasaw,Democrat,Hillary Clinton,1398,28.0,62.0,10.0
Bartow,Republican,Donald Trump,8281,19.599999999999994,64.5,15.9
Richland,Democrat,Hillary Clinton,39243,10.299999999999997,53.6,36.1
Vermilion,Republican,Donald Trump,5021,14.299999999999997,71.8,13.9
El Paso,Democrat,Hillary Clinton,36067,26.0,53.3,20.7
Russell,Democrat,Hillary Clinton,4381,19.599999999999994,64.4,16.0
Magoffin,Democrat,Bernie Sanders,626,34.400000000000006,56.699999999999996,8.9
Rabun,Republican,Donald Trump,1732,14.799999999999997,58.6,26.6
Carroll,Republican,John Kasich,0,15.400000000000006,67.3,17.3
Weston,Democrat,Hillary Clinton,1,9.799999999999997,73.0,17.2
Glacier,Democrat,Bernie Sanders,1074,16.5,65.1,18.4
Shelby,Democrat,Bernie Sanders,232,9.099999999999994,72.7,18.2
Scotland,Republican,Donald Trump,395,21.299999999999997,61.7,17.0
Greenwood,Democrat,Hillary Clinton,3588,19.599999999999994,58.300000000000004,22.1
Beaver,Democrat,Hillary Clinton,12963,9.0,69.1,21.9
St. James,Democrat,Hillary Clinton,2114,16.599999999999994,70.4,13.0
Buncombe,Democrat,Bernie Sanders,30913,11.0,55.2,33.8
Knox,Republican,Donald Trump,642,11.0,72.0,17.0
Lenoir,Democrat,Hillary Clinton,4731,21.0,65.0,14.0
Sweet Grass,Republican,Donald Trump,707,8.299999999999997,64.6,27.1
Daviess,Republican,Donald Trump,3894,22.5,65.1,12.4
Scott,Democrat,Bernie Sanders,4144,7.700000000000003,60.699999999999996,31.6
Will,Democrat,Bernie Sanders,46305,9.5,58.2,32.3
Casey,Republican,Donald Trump,1029,30.299999999999997,61.300000000000004,8.4
Morgan,Republican,Donald Trump,1976,20.799999999999997,66.5,12.7
Beauregard,Republican,Ted Cruz,1363,15.400000000000006,69.6,15.0
Elkhart,Republican,Ted Cruz,16204,19.5,62.3,18.2
Pawnee,Democrat,Bernie Sanders,762,12.599999999999994,70.4,17.0
Santa Barbara,Democrat,Hillary Clinton,23543,20.900000000000006,47.8,31.3
Lamar,Republican,Donald Trump,5197,9.700000000000003,57.199999999999996,33.1
Boone,Republican,Donald Trump,3816,14.200000000000003,66.5,19.3
Bear Lake,Republican,Ted Cruz,643,9.299999999999997,74.6,16.1
Smith,Republican,Donald Trump,1820,19.200000000000003,67.6,13.2
Suwannee,Republican,Donald Trump,2844,20.200000000000003,70.0,9.8
Nash,Democrat,Hillary Clinton,8554,16.900000000000006,63.89999999999999,19.2
Lauderdale,Republican,Donald Trump,4740,15.900000000000006,65.19999999999999,18.9
Autauga,Republican,Donald Trump,5387,14.400000000000006,64.69999999999999,20.9
Guilford,Democrat,Hillary Clinton,37880,12.099999999999994,54.7,33.2
Chatham,Democrat,Hillary Clinton,7406,14.200000000000003,49.4,36.4
Dubois,Republican,Donald Trump,4692,13.099999999999994,68.0,18.9
Macon,Republican,Donald Trump,6655,11.900000000000006,65.8,22.3
Lowndes,Republican,Donald Trump,5194,16.0,60.9,23.1
Newton,Republican,Donald Trump,1814,14.599999999999994,76.9,8.5
Pitt,Democrat,Hillary Clinton,11856,14.200000000000003,57.699999999999996,28.1
Ray,Republican,Donald Trump,1565,11.700000000000003,74.39999999999999,13.9
Hamilton,Republican,Donald Trump,766,16.200000000000003,68.1,15.7
Del Norte,Republican,Donald Trump,1536,20.900000000000006,65.1,14.0
Perry,Republican,Donald Trump,1461,15.5,70.2,14.3
Clearwater,Republican,Donald Trump,629,15.099999999999994,69.4,15.5
Trigg,Democrat,Bernie Sanders,715,17.799999999999997,63.800000000000004,18.4
Candler,Republican,Donald Trump,897,21.5,63.9,14.6
Valencia,Democrat,Hillary Clinton,3123,19.299999999999997,64.1,16.6
Gulf,Republican,Donald Trump,1038,20.5,65.9,13.6
Webb,Democrat,Hillary Clinton,18559,35.8,47.0,17.2
Marshall,Republican,Donald Trump,9115,23.799999999999997,61.0,15.2
Pearl River,Republican,Donald Trump,4562,16.799999999999997,70.0,13.2
Leslie,Republican,Donald Trump,503,36.9,55.800000000000004,7.3
Cameron,Democrat,Hillary Clinton,20326,36.3,48.300000000000004,15.4
Ouachita,Democrat,Hillary Clinton,2095,15.299999999999997,69.2,15.5
Forrest,Republican,Donald Trump,4267,16.200000000000003,56.8,27.0
Caddo,Democrat,Bernie Sanders,1543,16.799999999999997,69.5,13.7
Monroe,Democrat,Hillary Clinton,37309,10.400000000000006,53.8,35.8
O'Brien,Republican,Ted Cruz,347,8.900000000000006,72.19999999999999,18.9
Simpson,Democrat,Hillary Clinton,708,17.099999999999994,68.10000000000001,14.8
Lincoln,Republican,Donald Trump,742,17.900000000000006,70.69999999999999,11.4
LeFlore,Democrat,Bernie Sanders,2283,19.5,67.6,12.9
Prince Edward,Democrat,Hillary Clinton,1366,20.5,57.6,21.9
Cumberland,Democrat,Hillary Clinton,22744,10.799999999999997,66.5,22.7
Antelope,Republican,Donald Trump,772,9.200000000000003,74.1,16.7
Phelps,Republican,Donald Trump,963,5.799999999999997,72.5,21.7
Whiteside,Democrat,Bernie Sanders,3102,12.599999999999994,71.2,16.2
Blaine,Republican,Donald Trump,465,12.599999999999994,71.5,15.9
Meriwether,Democrat,Hillary Clinton,1463,27.0,64.1,8.9
Menard,Republican,Ted Cruz,1064,7.5,70.4,22.1
Winn,Democrat,Hillary Clinton,488,25.599999999999994,63.10000000000001,11.3
Custer,Republican,Donald Trump,1363,9.099999999999994,71.2,19.7
Grayson,Republican,Donald Trump,749,24.0,66.5,9.5
Pottawatomie,Democrat,Bernie Sanders,3400,13.900000000000006,68.5,17.6
Greene,Republican,Donald Trump,4491,15.400000000000006,72.5,12.1
Bryan,Democrat,Bernie Sanders,1913,17.0,62.9,20.1
Jackson,Republican,Donald Trump,9934,13.700000000000003,66.69999999999999,19.6
Fulton,Republican,Donald Trump,2556,15.900000000000006,71.39999999999999,12.7
Elmore,Republican,Donald Trump,8525,13.400000000000006,65.6,21.0
Craig,Democrat,Bernie Sanders,926,17.0,70.5,12.5
Winston,Democrat,Hillary Clinton,1442,20.5,63.7,15.8
Bergen,Democrat,Hillary Clinton,55264,8.700000000000003,45.4,45.9
Heard,Republican,Donald Trump,1068,27.299999999999997,64.5,8.2
Atoka,Democrat,Bernie Sanders,723,16.900000000000006,68.89999999999999,14.2
Coffee,Republican,Donald Trump,4304,17.599999999999994,59.900000000000006,22.5
Taylor,Democrat,Hillary Clinton,949,20.400000000000006,64.5,15.1
Pickens,Democrat,Hillary Clinton,2326,20.299999999999997,68.7,11.0
Tippah,Republican,Donald Trump,1951,24.200000000000003,65.5,10.3
Randolph,Republican,Donald Trump,2352,27.400000000000006,61.49999999999999,11.1
Shiawassee,Democrat,Bernie Sanders,4452,9.400000000000006,76.39999999999999,14.2
Kendall,Democrat,Bernie Sanders,7482,7.5,58.3,34.2
Ashland,Democrat,Bernie Sanders,2304,9.5,68.8,21.7
Lake,Republican,Donald Trump,26393,13.599999999999994,65.9,20.5
West Feliciana,Democrat,Hillary Clinton,902,27.200000000000003,54.0,18.8
Evangeline,Democrat,Hillary Clinton,1319,32.2,56.4,11.4
Nuckolls,Republican,Donald Trump,446,7.0,79.3,13.7
Harrison,Republican,Donald Trump,315,8.900000000000006,73.39999999999999,17.7
Aurora,Democrat,Hillary Clinton,150,11.200000000000003,72.1,16.7
Rockland,Democrat,Hillary Clinton,16966,12.5,47.1,40.4
Jasper,Democrat,Hillary Clinton,1976,23.400000000000006,63.699999999999996,12.9
Wayne,Democrat,Hillary Clinton,163886,15.900000000000006,62.8,21.3
Dougherty,Democrat,Hillary Clinton,8891,20.099999999999994,62.10000000000001,17.8
San Diego,Democrat,Hillary Clinton,139813,14.5,50.9,34.6
Dundy,Republican,Donald Trump,219,6.299999999999997,71.5,22.2
Choctaw,Democrat,Bernie Sanders,745,19.5,66.5,14.0
Grenada,Republican,Donald Trump,1727,21.599999999999994,63.7,14.7
Walton,Republican,Donald Trump,7910,16.900000000000006,64.69999999999999,18.4
Greenup,Democrat,Bernie Sanders,1655,17.099999999999994,67.2,15.7
Banks,Republican,Donald Trump,1806,24.5,63.9,11.6
Johnson,Democrat,Bernie Sanders,1,5.0,68.4,26.6
Dubuque,Democrat,Hillary Clinton,2504,8.599999999999994,64.30000000000001,27.1
Fallon,Republican,Donald Trump,734,7.299999999999997,76.6,16.1
Worth,Democrat,Bernie Sanders,218,7.5,76.2,16.3
Montgomery,Democrat,Hillary Clinton,28650,14.400000000000006,54.099999999999994,31.5
Franklin,Republican,Donald Trump,333,8.799999999999997,73.7,17.5
Rush,Republican,Donald Trump,2362,12.900000000000006,72.0,15.1
McCormick,Democrat,Hillary Clinton,973,21.200000000000003,60.599999999999994,18.2
Colfax,Republican,Donald Trump,494,29.599999999999994,56.00000000000001,14.4
Wayne,Republican,Ted Cruz,171,11.599999999999994,74.30000000000001,14.1
Leflore,Democrat,Hillary Clinton,2094,26.799999999999997,54.2,19.0
Houghton,Democrat,Bernie Sanders,2039,9.0,62.1,28.9
Crook,Democrat,Bernie Sanders,1,6.900000000000006,72.19999999999999,20.9
Pendleton,Democrat,Bernie Sanders,546,16.200000000000003,71.39999999999999,12.4
Walton,Republican,Donald Trump,6650,15.5,60.4,24.1
Winnebago,Democrat,Bernie Sanders,16715,13.799999999999997,65.0,21.2
Gibson,Republican,Donald Trump,4237,9.900000000000006,74.0,16.1
Sampson,Democrat,Hillary Clinton,3790,25.0,62.4,12.6
Warren,Republican,Donald Trump,1321,17.5,66.5,16.0
Winston,Republican,Donald Trump,3352,27.299999999999997,62.300000000000004,10.4
Weston,Democrat,Bernie Sanders,1,9.799999999999997,73.0,17.2
Harford,Republican,Donald Trump,21771,7.599999999999994,59.7,32.7
Oglala Lakota,Democrat,Bernie Sanders,574,21.200000000000003,67.0,11.8
Custer,Republican,Donald Trump,1306,7.400000000000006,71.6,21.0
Polk,Democrat,Hillary Clinton,12122,8.200000000000003,56.9,34.9
Allen,Democrat,Hillary Clinton,536,23.400000000000006,65.5,11.1
Franklin,Republican,Donald Trump,1997,27.700000000000003,59.3,13.0
Morgan,Republican,Donald Trump,10235,12.599999999999994,71.30000000000001,16.1
Blaine,Republican,Donald Trump,99,1.0,83.0,16.0
Perry,Republican,Donald Trump,1642,16.0,73.1,10.9
Platte,Republican,Donald Trump,2902,11.400000000000006,70.1,18.5
Wibaux,Republican,Donald Trump,231,16.0,64.4,19.6
St. Joseph,Republican,Donald Trump,19059,12.200000000000003,61.3,26.5
McCurtain,Democrat,Bernie Sanders,1314,19.200000000000003,66.89999999999999,13.9
Tyrrell,Democrat,Hillary Clinton,266,28.5,63.1,8.4
Red River,Democrat,Hillary Clinton,530,23.700000000000003,64.39999999999999,11.9
Washington,Democrat,Hillary Clinton,2982,24.5,56.8,18.7
St. Clair,Republican,Donald Trump,962,18.700000000000003,69.2,12.1
Nottoway,Democrat,Hillary Clinton,829,26.200000000000003,61.8,12.0
Logan,Republican,Donald Trump,1208,18.700000000000003,69.6,11.7
Sauk,Democrat,Bernie Sanders,7195,10.599999999999994,68.4,21.0
Wayne,Republican,Donald Trump,6116,16.599999999999994,66.0,17.4
Las Animas,Democrat,Bernie Sanders,106,15.700000000000003,68.0,16.3
Emmet,Democrat,Hillary Clinton,168,11.599999999999994,73.10000000000001,15.3
Iberville,Democrat,Hillary Clinton,3699,23.400000000000006,63.8,12.8
Dane,Democrat,Bernie Sanders,102585,5.299999999999997,48.1,46.6
Burlington,Democrat,Hillary Clinton,32712,8.099999999999994,57.300000000000004,34.6
Montgomery,Democrat,Bernie Sanders,1322,21.299999999999997,64.10000000000001,14.6
Jackson,Democrat,Hillary Clinton,15,11.299999999999997,66.5,22.2
Liberty,Democrat,Bernie Sanders,392,24.400000000000006,62.8,12.8
Schley,Republican,Donald Trump,331,27.0,58.8,14.2
Broomfield,Democrat,Bernie Sanders,1010,5.099999999999994,47.400000000000006,47.5
Jersey,Republican,Donald Trump,1902,11.700000000000003,72.1,16.2
Okaloosa,Republican,Donald Trump,17770,9.099999999999994,63.50000000000001,27.4
Clay,Democrat,Hillary Clinton,2372,20.900000000000006,61.199999999999996,17.9
Mississippi,Democrat,Hillary Clinton,2017,22.200000000000003,64.8,13.0
Brown,Republican,Donald Trump,2202,12.900000000000006,66.0,21.1
Logan,Republican,Donald Trump,166,6.900000000000006,73.19999999999999,19.9
Calhoun,Democrat,Hillary Clinton,499,31.400000000000006,57.099999999999994,11.5
Chesterfield,Democrat,Hillary Clinton,22674,9.900000000000006,53.8,36.3
Arkansas,Republican,Donald Trump,1073,15.900000000000006,71.69999999999999,12.4
Kinney,Democrat,Hillary Clinton,211,31.099999999999994,54.300000000000004,14.6
Lincoln,Democrat,Hillary Clinton,779,23.200000000000003,67.2,9.6
Lee,Republican,Donald Trump,3057,16.099999999999994,63.400000000000006,20.5
Douglas,Republican,Donald Trump,1657,18.299999999999997,71.2,10.5
Carter,Democrat,Bernie Sanders,2113,14.299999999999997,68.6,17.1
LaSalle,Republican,Donald Trump,577,19.900000000000006,67.19999999999999,12.9
Wetzel,Democrat,Bernie Sanders,1744,18.5,71.3,10.2
Caswell,Democrat,Hillary Clinton,1701,26.799999999999997,64.2,9.0
Elliott,Democrat,Bernie Sanders,443,30.0,62.3,7.7
